time,ax,ay,az,atotal
6.061,-4.62,-1.88,5.84,7.68
6.071,-2.82,-1.90,6.28,7.14
6.081,-0.81,-2.15,6.34,6.74
6.091,0.58,-2.59,6.76,7.26
6.101,0.67,-2.85,7.43,7.99
6.111,0.70,-3.05,7.80,8.40
6.121,1.49,-3.23,7.34,8.16
6.130,2.40,-3.32,6.11,7.36
6.140,2.93,-3.57,5.29,7.02
6.150,3.02,-3.70,5.50,7.29
6.160,3.12,-3.57,5.64,7.37
6.170,2.83,-3.76,5.46,7.21
6.180,2.29,-4.20,5.71,7.45
6.190,2.42,-4.32,6.59,8.24
6.200,3.07,-4.40,7.10,8.90
6.210,3.62,-4.80,6.65,8.97
6.220,4.13,-5.36,6.23,9.20
6.230,4.53,-5.61,6.38,9.63
6.240,4.61,-5.63,5.82,9.31
6.250,4.31,-5.85,4.06,8.32
6.260,3.99,-6.02,2.31,7.58
6.270,3.61,-6.02,1.68,7.22
6.280,3.48,-5.89,2.60,7.32
6.290,3.36,-5.83,4.21,7.94
6.300,3.22,-6.33,4.99,8.68
6.310,3.28,-7.11,5.15,9.37
6.320,2.83,-7.73,4.25,9.26
6.330,3.25,-8.03,2.76,9.09
6.340,3.37,-8.53,2.44,9.49
6.350,3.25,-8.82,2.27,9.67
6.360,3.97,-8.87,1.70,9.87
6.370,3.61,-9.11,0.86,9.83
6.380,2.37,-9.03,-0.55,9.35
6.390,2.44,-8.55,-1.70,9.05
6.400,2.42,-8.21,-1.63,8.72
6.410,2.24,-7.98,-1.65,8.45
6.420,2.00,-8.04,-1.51,8.42
6.429,-0.32,-7.95,-1.02,8.02
6.440,-5.30,-7.03,-1.91,9.01
6.449,-8.83,-4.65,-3.40,10.54
6.460,-8.71,-2.20,-3.87,9.79
6.469,-7.51,-1.86,-4.38,8.89
6.479,-6.30,-1.69,-5.27,8.39
6.489,-4.46,-1.15,-6.66,8.10
6.499,-3.56,-0.98,-8.43,9.20
6.509,-3.01,0.07,-10.93,11.34
6.519,-3.73,2.21,-12.40,13.13
6.529,-6.81,5.28,-11.92,14.71
6.539,-11.10,8.29,-12.61,18.73
6.549,-15.04,9.54,-15.05,23.32
6.559,-17.68,9.29,-18.58,27.28
6.569,-18.09,9.07,-19.19,27.89
6.579,-18.59,8.91,-19.96,28.70
6.589,-19.20,8.83,-20.88,29.71
6.599,-14.41,-9.33,-16.22,23.61
6.609,-11.76,-15.77,-9.13,21.69
6.619,-9.20,-21.30,-1.41,23.25
6.629,-5.25,-26.91,5.97,28.06
6.639,1.75,-32.48,11.68,34.56
6.649,1.21,-32.11,11.28,34.05
6.659,0.74,-31.77,10.99,33.63
6.669,0.38,-31.53,10.82,33.34
6.679,0.21,-31.43,10.77,33.23
6.689,0.32,-31.49,10.79,33.29
6.699,0.76,-31.64,10.87,33.46
6.709,20.05,-19.82,7.39,29.14
6.719,-0.22,-12.74,3.13,13.11
6.729,-18.63,-3.23,-1.74,18.99
6.739,-33.97,8.98,-8.27,36.10
6.748,-33.70,8.96,-8.15,35.81
6.758,-33.71,8.99,-8.19,35.83
6.768,-33.92,9.10,-8.38,36.11
6.778,-34.28,9.28,-8.68,36.56
6.788,-34.71,9.55,-9.03,37.11
6.798,-35.16,9.89,-9.40,37.72
6.808,-14.52,10.04,-7.21,19.07
6.818,-12.49,0.71,-3.97,13.12
6.828,-8.06,-9.96,0.05,12.81
6.838,1.02,-21.18,6.04,22.05
6.848,12.99,-31.24,13.39,36.38
6.858,12.79,-31.27,13.44,36.36
6.868,12.81,-31.55,13.58,36.66
6.878,13.05,-31.99,13.80,37.20
6.888,13.47,-32.49,14.06,37.87
6.898,14.02,-32.91,14.33,38.53
6.908,9.26,-16.82,-10.47,21.87
6.918,-5.42,-7.83,-12.24,15.51
6.928,-17.91,2.42,-12.15,21.78
6.938,-26.79,13.50,-10.89,31.92
6.948,-26.69,13.57,-10.93,31.87
6.958,-26.76,13.66,-11.02,32.00
6.968,-26.97,13.76,-11.15,32.27
6.978,-27.29,13.88,-11.31,32.64
6.988,-27.67,14.05,-11.48,33.09
6.998,-14.91,13.02,-6.74,20.91
7.008,-12.30,3.39,-5.31,13.82
7.018,-8.08,-7.47,-2.16,11.21
7.028,-0.01,-19.06,3.19,19.33
7.038,11.86,-29.07,8.54,32.54
7.047,25.66,-34.82,10.81,44.59
7.057,25.69,-34.94,10.87,44.71
7.067,25.89,-35.21,11.00,45.07
7.077,26.26,-35.58,11.19,45.61
7.087,26.77,-35.95,11.42,46.26
7.097,7.11,-21.63,-3.12,22.98
7.107,-7.19,-12.70,-6.76,16.08
7.117,-17.78,-1.86,-9.76,20.37
7.127,-24.59,10.41,-11.94,29.25
7.137,-24.40,10.41,-11.88,29.06
7.147,-24.38,10.46,-11.92,29.08
7.157,-24.51,10.54,-12.04,29.27
7.167,-24.76,10.66,-12.21,29.60
7.177,-25.10,10.83,-12.42,30.02
7.187,-25.49,11.07,-12.67,30.54
7.197,-14.28,8.15,-7.91,18.25
7.207,-11.84,-0.55,-4.96,12.85
7.217,-7.89,-9.25,-0.58,12.17
7.227,-0.47,-16.89,4.73,17.54
7.237,8.97,-22.34,9.40,25.84
7.247,17.70,-26.31,12.68,34.15
7.257,17.71,-26.43,12.74,34.28
7.267,17.80,-26.67,12.87,34.55
7.277,17.97,-26.99,13.04,34.95
7.287,18.24,-27.34,13.25,35.44
7.297,14.16,-16.97,-0.18,22.10
7.307,1.81,-11.18,-3.75,11.92
7.317,-8.86,-2.91,-4.69,10.44
7.327,-16.25,5.85,-5.44,18.11
7.337,-20.87,14.12,-6.13,25.93
7.347,-23.69,19.62,-6.85,31.51
7.356,-23.77,19.59,-6.84,31.56
7.366,-23.97,19.63,-6.89,31.74
7.376,-24.24,19.72,-7.00,32.02
7.386,-24.55,19.88,-7.15,32.39
7.397,-8.44,7.94,-8.07,14.12
7.406,-7.01,0.41,-5.75,9.07
7.416,-3.67,-7.72,-2.12,8.81
7.426,2.26,-16.58,2.10,16.86
7.436,10.87,-24.07,6.87,27.29
7.446,21.66,-26.90,11.43,36.38
7.456,21.71,-26.96,11.46,36.47
7.466,21.87,-27.18,11.57,36.76
7.476,22.13,-27.50,11.75,37.20
7.486,13.86,-23.21,5.93,27.68
7.496,1.91,-17.61,0.99,17.74
7.506,-9.93,-9.35,-2.30,13.84
7.516,-17.55,0.76,-5.70,18.47
7.526,-21.70,11.60,-9.24,26.29
7.536,-21.54,11.53,-9.14,26.09
7.546,-21.51,11.52,-9.12,26.05
7.556,-21.61,11.56,-9.18,26.17
7.566,-21.82,11.66,-9.30,26.43
7.576,-22.09,11.81,-9.47,26.77
7.586,-12.64,12.80,-11.00,21.08
7.596,-9.65,5.54,-8.89,14.24
7.606,-6.95,-2.39,-5.76,9.34
7.616,-2.40,-9.98,-0.99,10.32
7.626,3.51,-16.30,4.67,17.32
7.636,10.07,-21.14,9.78,25.38
7.646,17.52,-22.93,12.64,31.50
7.656,17.56,-22.98,12.66,31.57
7.666,17.66,-23.13,12.75,31.77
7.676,18.32,-21.55,10.45,30.16
7.685,13.25,-20.44,6.12,25.12
7.696,5.21,-17.33,2.85,18.32
7.705,-2.92,-11.10,1.38,11.56
7.716,-8.89,-2.92,-1.08,9.41
7.726,-13.31,6.01,-3.89,15.11
7.735,-16.79,14.29,-7.02,23.14
7.745,-20.21,19.51,-11.19,30.24
7.755,-20.22,19.49,-11.17,30.22
7.765,-20.34,19.55,-11.25,30.37
7.775,-20.56,19.69,-11.40,30.67
7.785,-20.83,19.90,-11.62,31.06
7.795,-7.63,7.41,-10.32,14.82
7.805,-4.15,-0.13,-6.76,7.94
7.815,0.22,-7.44,-1.59,7.61
7.825,6.03,-14.07,4.26,15.89
7.835,13.09,-18.16,9.97,24.51
7.845,18.84,-18.57,12.86,29.41
7.855,18.90,-18.60,12.88,29.48
7.865,18.95,-16.22,10.45,27.04
7.875,13.86,-13.63,6.58,20.52
7.885,5.21,-10.67,2.85,12.21
7.895,-3.46,-5.93,0.71,6.90
7.905,-9.21,-0.70,-1.21,9.31
7.915,-12.43,3.74,-3.04,13.33
7.925,-13.72,7.49,-4.02,16.14
7.935,-12.86,9.41,-4.61,16.59
7.945,-11.14,9.25,-5.03,15.32
7.955,-8.93,8.32,-4.49,13.01
7.965,-6.38,7.00,-3.77,10.19
7.975,-4.55,4.76,-3.59,7.50
7.985,-3.09,2.78,-3.32,5.32
7.994,-1.81,0.62,-2.68,3.29
8.004,-0.85,-1.89,-1.63,2.63
8.014,-0.01,-4.13,0.06,4.13
8.024,1.66,-5.63,2.11,6.23
8.034,4.11,-6.49,3.78,8.56
8.044,6.11,-6.37,4.37,9.84
8.054,6.20,-5.94,4.28,9.59
8.064,4.88,-5.56,3.79,8.31
8.074,3.22,-4.83,2.59,6.35
8.084,1.57,-4.21,1.49,4.73
8.094,-0.37,-3.54,0.88,3.67
8.104,-0.27,-2.00,-0.01,2.02
8.114,0.99,-0.72,-0.89,1.51
8.124,1.96,0.40,-0.91,2.20
8.134,1.70,1.44,-0.31,2.25
8.144,0.89,2.16,0.08,2.34
8.154,0.31,2.77,-0.13,2.79
8.164,-0.09,3.09,-0.38,3.11
8.174,-0.89,3.27,-0.30,3.40
8.184,-1.85,3.56,-0.12,4.02
8.194,-2.08,3.68,0.07,4.22
8.204,-1.82,3.36,0.05,3.82
8.214,-1.31,3.06,-0.25,3.34
8.224,-0.81,2.55,-0.77,2.78
8.234,-0.49,1.59,-0.90,1.89
8.244,0.22,0.62,-0.68,0.94
8.254,1.06,-0.38,-0.49,1.23
8.264,1.86,-1.64,-0.35,2.50
8.274,2.87,-2.91,-0.10,4.09
8.284,3.22,-3.75,0.53,4.97
8.294,3.15,-3.99,1.41,5.27
8.304,3.47,-4.29,2.00,5.87
8.313,3.57,-4.73,2.26,6.34
8.323,3.27,-4.80,1.82,6.09
8.334,3.14,-4.61,0.98,5.66
8.343,3.09,-4.07,0.13,5.11
8.353,2.88,-3.28,-0.56,4.40
8.363,2.65,-2.33,-1.20,3.73
8.373,2.10,-1.64,-1.71,3.17
8.383,1.25,-0.85,-1.91,2.44
8.393,0.26,-0.19,-1.98,2.01
8.403,-0.54,0.45,-1.96,2.08
8.413,-1.49,1.07,-1.41,2.32
8.423,-2.33,1.55,-0.65,2.87
8.433,-2.61,2.55,0.40,3.68
8.443,-2.73,3.93,1.30,4.96
8.453,-2.86,5.56,1.86,6.52
8.463,-3.52,7.08,1.73,8.09
8.473,-5.01,8.40,1.49,9.89
8.483,-7.14,9.18,1.26,11.70
8.493,-9.00,9.51,1.09,13.14
8.503,-9.87,10.01,1.56,14.14
8.513,-10.07,10.19,2.25,14.50
8.523,-9.64,9.92,2.82,14.12
8.533,-8.76,9.22,2.77,13.02
8.543,-7.74,8.00,2.15,11.34
8.553,-6.59,6.64,1.24,9.44
8.563,-5.45,5.40,0.01,7.67
8.573,-4.44,4.07,-1.12,6.13
8.583,-3.72,2.72,-1.98,5.01
8.593,-3.06,1.33,-2.50,4.17
8.603,-2.60,0.03,-2.45,3.57
8.612,-2.11,-1.12,-2.07,3.16
8.623,-1.30,-2.03,-1.71,2.96
8.632,-0.49,-3.05,-1.36,3.38
8.643,0.34,-3.93,-1.11,4.10
8.652,0.80,-4.64,-1.20,4.86
8.662,1.19,-5.27,-1.65,5.65
8.672,1.84,-5.75,-2.04,6.37
8.682,2.34,-6.27,-2.16,7.03
8.692,2.53,-6.99,-2.27,7.78
8.702,2.46,-7.58,-2.37,8.31
8.712,2.05,-8.66,-2.11,9.14
8.722,1.67,-9.85,-1.27,10.07
8.732,2.02,-10.36,0.02,10.56
8.742,2.72,-10.82,1.53,11.26
8.752,3.65,-11.16,2.63,12.03
8.762,4.44,-10.86,3.12,12.14
8.772,4.76,-10.59,3.14,12.03
8.782,4.58,-10.58,2.59,11.82
8.792,4.06,-10.38,1.90,11.30
8.802,3.39,-10.29,1.30,10.91
8.812,2.62,-10.39,0.63,10.73
8.822,2.04,-10.14,-0.01,10.35
8.832,2.25,-9.08,-0.30,9.36
8.842,3.00,-7.82,-0.27,8.38
8.852,3.38,-6.74,-0.41,7.56
8.862,3.24,-5.78,-0.75,6.67
8.872,2.28,-4.95,-1.34,5.61
8.882,0.69,-3.81,-1.79,4.26
8.892,-0.72,-2.37,-1.54,2.91
8.902,-1.49,-0.75,-1.23,2.07
8.912,-1.83,0.91,-0.95,2.25
8.922,-2.14,2.67,-0.91,3.54
8.932,-2.71,4.42,-1.12,5.30
8.942,-3.45,6.12,-1.25,7.13
8.951,-4.86,7.64,-1.34,9.15
8.962,-7.23,8.80,-1.23,11.46
8.971,-9.54,9.84,-0.60,13.72
8.981,-11.35,10.87,0.17,15.71
8.992,-12.16,11.29,0.81,16.62
9.001,-11.62,11.46,1.53,16.39
9.011,-10.00,11.81,1.90,15.59
9.021,-8.53,11.52,2.22,14.50
9.031,-7.49,10.76,2.45,13.33
9.041,-6.70,10.09,2.37,12.34
9.051,-6.44,9.25,1.72,11.41
9.061,-6.43,8.21,0.57,10.44
9.071,-6.18,7.06,-0.53,9.40
9.081,-5.66,6.17,-1.34,8.48
9.091,-5.32,5.23,-1.95,7.71
9.101,-4.91,4.29,-2.47,6.97
9.111,-4.15,3.44,-2.66,6.01
9.121,-3.41,2.36,-2.43,4.81
9.131,-2.54,1.31,-1.84,3.40
9.141,-1.63,0.30,-1.05,1.96
9.151,-0.99,-0.69,-0.25,1.23
9.161,-0.78,-1.75,0.43,1.97
9.171,-0.60,-2.64,0.73,2.81
9.181,-0.57,-3.33,0.62,3.43
9.191,-0.84,-4.26,0.42,4.36
9.201,-0.77,-5.09,0.42,5.17
9.211,-0.18,-5.66,0.46,5.68
9.221,0.72,-6.37,0.60,6.44
9.231,1.54,-7.12,0.48,7.30
9.241,2.26,-7.88,-0.15,8.20
9.251,2.80,-8.67,-0.45,9.12
9.261,3.30,-8.98,-0.17,9.57
9.270,3.78,-9.03,0.35,9.80
9.280,4.14,-9.21,0.78,10.13
9.290,4.25,-9.58,1.22,10.55
9.301,4.29,-9.95,1.75,10.98
9.310,4.27,-10.19,2.18,11.26
9.320,4.14,-10.39,2.23,11.40
9.330,4.20,-10.58,1.96,11.55
9.341,4.43,-10.63,1.63,11.64
9.351,4.50,-10.51,0.99,11.48
9.360,4.50,-10.33,0.20,11.27
9.370,4.42,-9.85,-0.33,10.80
9.380,4.02,-8.92,-0.63,9.80
9.391,3.09,-8.12,-0.84,8.73
9.400,1.91,-7.43,-0.75,7.70
9.410,0.67,-6.63,-0.49,6.69
9.420,-0.51,-5.60,0.01,5.62
9.430,-1.68,-4.45,0.58,4.79
9.440,-2.68,-3.30,0.91,4.35
9.450,-3.06,-1.68,0.92,3.61
9.460,-3.29,0.21,0.54,3.34
9.470,-3.60,2.16,-0.36,4.22
9.480,-4.25,4.07,-1.26,6.02
9.490,-5.00,6.00,-1.89,8.03
9.500,-5.92,7.72,-2.12,9.96
9.510,-7.15,9.27,-2.18,11.91
9.520,-8.40,10.70,-2.02,13.75
9.530,-9.34,11.88,-1.67,15.20
9.540,-10.01,12.58,-1.28,16.13
9.550,-10.29,13.00,-0.92,16.60
9.560,-10.01,13.14,-0.82,16.54
9.570,-9.55,12.80,-0.86,15.99
9.579,-9.08,12.05,-0.89,15.11
9.589,-8.31,10.96,-0.57,13.76
9.599,-7.56,9.66,0.07,12.27
9.609,-6.83,8.31,0.59,10.77
9.619,-5.71,6.94,0.80,9.02
9.629,-4.56,5.67,0.30,7.28
9.639,-3.66,4.56,-0.62,5.88
9.649,-3.05,3.68,-1.55,5.02
9.659,-2.81,2.76,-2.40,4.61
9.669,-2.82,1.75,-2.94,4.43
9.679,-2.70,0.81,-3.03,4.14
9.689,-2.33,-0.20,-2.35,3.31
9.699,-1.70,-1.20,-1.43,2.52
9.709,-1.23,-2.20,-0.64,2.60
9.719,-0.87,-3.28,0.04,3.39
9.729,-0.16,-4.24,0.68,4.30
9.739,0.63,-5.15,1.22,5.33
9.749,1.15,-6.07,1.55,6.37
9.759,1.36,-6.85,1.67,7.18
9.769,1.39,-7.48,1.48,7.75
9.779,1.43,-8.31,1.16,8.51
9.789,1.79,-9.10,1.21,9.36
9.799,2.28,-9.65,1.73,10.07
9.809,2.88,-10.29,2.19,10.91
9.819,3.80,-10.84,2.59,11.77
9.829,4.72,-11.39,2.93,12.67
9.839,5.53,-11.83,3.01,13.40
9.849,6.11,-12.01,2.96,13.79
9.859,6.33,-11.92,2.54,13.73
9.868,6.16,-11.66,1.95,13.33
9.879,5.68,-11.31,1.27,12.72
9.888,5.01,-10.87,0.69,11.99
9.898,4.10,-10.26,0.11,11.05
9.908,3.17,-9.50,-0.27,10.02
9.919,2.45,-8.72,-0.34,9.06
9.928,2.01,-7.89,-0.37,8.15
9.938,1.53,-6.90,-0.46,7.08
9.948,1.01,-5.68,-0.48,5.79
9.958,0.27,-4.33,-0.44,4.36
9.968,-0.67,-2.83,-0.73,3.00
9.978,-1.81,-1.11,-1.22,2.45
9.988,-3.33,0.74,-1.52,3.74
9.998,-5.04,2.79,-1.83,6.05
10.008,-6.67,4.92,-1.99,8.53
10.018,-7.90,7.16,-2.02,10.85
10.028,-8.73,9.35,-1.96,12.94
10.038,-9.33,11.14,-1.90,14.65
10.048,-9.97,12.69,-1.78,16.24
10.058,-10.74,13.84,-1.74,17.60
10.068,-11.75,14.06,-1.96,18.43
10.078,-12.04,14.38,-2.36,18.91
10.088,-11.43,14.66,-2.14,18.72
10.098,-11.53,12.69,-1.88,17.25
10.108,-10.27,11.87,-1.68,15.79
10.118,-9.24,10.47,-1.08,14.00
10.128,-8.26,8.75,-0.83,12.07
10.138,-7.10,7.13,-0.46,10.07
10.148,-5.79,5.48,-0.13,7.98
10.158,-4.37,4.00,-0.30,5.94
10.168,-3.27,2.58,-1.11,4.31
10.178,-2.42,1.25,-1.80,3.27
10.188,-1.75,0.10,-2.20,2.82
10.198,-1.34,-1.10,-2.28,2.87
10.207,-0.98,-2.36,-1.94,3.21
10.217,-0.38,-3.48,-1.24,3.71
10.227,0.38,-4.53,-0.29,4.56
10.237,0.79,-5.48,0.49,5.56
10.247,0.77,-6.39,0.86,6.49
10.257,0.77,-7.26,1.24,7.40
10.267,0.77,-8.09,1.92,8.35
10.277,1.19,-8.83,2.73,9.32
10.287,2.12,-9.45,3.39,10.26
10.297,2.92,-9.95,3.77,11.03
10.307,3.41,-10.49,3.71,11.64
10.317,3.92,-11.15,3.54,12.34
10.327,4.52,-11.73,3.41,13.02
10.337,5.26,-12.03,3.39,13.56
10.347,6.09,-12.08,3.63,14.00
10.357,6.69,-12.03,4.03,14.34
10.367,6.67,-11.90,4.17,14.27
10.377,6.11,-11.60,3.94,13.69
10.387,5.47,-11.07,2.99,12.70
10.397,5.15,-10.25,1.59,11.58
10.407,4.68,-9.41,0.36,10.52
10.417,3.88,-8.55,-0.58,9.41
10.427,2.50,-7.66,-1.30,8.16
10.437,0.74,-6.76,-1.59,6.99
10.447,-0.75,-5.88,-1.53,6.12
10.457,-1.65,-4.55,-1.13,4.97
10.467,-2.54,-2.88,-0.64,3.89
10.477,-3.49,-1.05,-0.77,3.72
10.486,-4.43,1.22,-1.50,4.83
10.497,-5.52,3.72,-2.31,7.04
10.506,-6.67,6.14,-3.25,9.62
10.516,-7.80,8.33,-4.17,12.15
10.526,-9.21,10.20,-4.30,14.40
10.536,-10.52,11.82,-3.92,16.31
10.547,-11.32,13.02,-3.54,17.61
10.556,-11.50,13.82,-3.29,18.28
10.566,-11.22,14.03,-3.29,18.27
10.576,-10.70,13.52,-3.14,17.53
10.586,-9.98,12.73,-2.78,16.41
10.596,-9.24,11.62,-2.38,15.04
10.606,-8.62,10.13,-1.86,13.43
10.616,-8.15,8.59,-1.23,11.90
10.626,-7.58,7.01,-0.65,10.35
10.636,-6.66,5.41,-0.21,8.58
10.646,-5.32,4.03,-0.15,6.67
10.656,-4.11,2.66,-0.67,4.94
10.666,-3.21,1.22,-1.39,3.70
10.676,-2.49,-0.08,-1.95,3.16
10.686,-1.98,-1.36,-2.20,3.26
10.696,-1.47,-2.51,-2.04,3.55
10.706,-0.66,-3.60,-1.68,4.03
10.716,0.21,-4.73,-1.28,4.90
10.726,1.23,-5.56,-0.59,5.72
10.736,2.08,-6.15,0.08,6.49
10.746,2.38,-6.93,0.71,7.36
10.756,2.48,-7.49,1.31,8.00
10.766,2.63,-7.85,1.74,8.46
10.776,2.67,-8.32,1.92,8.95
10.786,2.79,-8.79,1.84,9.40
10.796,3.23,-9.09,1.77,9.80
10.805,3.80,-9.58,1.86,10.47
10.816,4.41,-10.23,2.24,11.36
10.825,5.20,-10.56,2.86,12.12
10.835,6.16,-10.58,3.39,12.70
10.845,6.86,-10.79,3.72,13.32
10.855,7.04,-10.93,3.55,13.47
10.865,6.51,-10.82,3.03,12.99
10.875,5.84,-10.60,2.63,12.38
10.885,5.02,-10.30,1.99,11.63
10.895,4.20,-9.74,1.37,10.70
10.905,3.34,-8.99,0.62,9.61
10.915,2.16,-8.33,-0.16,8.61
10.925,0.99,-7.57,-0.64,7.67
10.935,0.08,-6.54,-0.89,6.61
10.945,-0.65,-5.18,-1.14,5.34
10.955,-1.67,-3.94,-1.53,4.55
10.965,-2.92,-2.65,-1.84,4.35
10.975,-4.03,-0.38,-2.15,4.58
10.985,-5.29,2.12,-2.12,6.08
10.995,-6.62,4.60,-1.67,8.23
11.005,-8.10,7.23,-1.49,10.96
11.015,-10.20,9.56,-1.57,14.07
11.025,-12.21,11.69,-1.59,16.98
11.035,-13.13,13.45,-1.64,18.87
11.045,-13.13,14.42,-1.56,19.57
11.055,-12.60,14.75,-1.47,19.45
11.065,-12.68,14.79,-1.51,19.54
11.075,-10.59,13.98,-1.41,17.60
11.085,-9.70,12.81,-1.22,16.12
11.095,-9.05,11.33,-0.81,14.53
11.105,-8.41,9.68,-0.40,12.83
11.114,-7.67,8.02,-0.12,11.10
11.125,-6.63,6.39,-0.46,9.22
11.135,-5.58,4.59,-1.43,7.37
11.144,-4.63,2.90,-2.36,5.95
11.154,-3.83,1.44,-2.72,4.91
11.164,-3.25,-0.02,-2.92,4.37
11.174,-2.66,-1.52,-2.87,4.19
11.184,-1.87,-2.85,-2.56,4.26
11.194,-1.02,-3.90,-2.19,4.59
11.204,-0.23,-4.96,-1.94,5.33
11.214,0.44,-6.01,-1.45,6.20
11.224,1.02,-6.95,-0.41,7.04
11.234,1.42,-7.85,0.63,8.00
11.244,1.88,-8.84,1.46,9.16
11.254,2.70,-9.56,2.30,10.20
11.264,3.71,-10.02,2.77,11.04
11.274,4.66,-10.49,2.94,11.85
11.284,5.33,-11.00,2.87,12.56
11.294,5.69,-11.45,2.81,13.09
11.304,6.13,-11.54,3.02,13.41
11.314,6.49,-11.16,3.42,13.35
11.324,6.38,-10.68,3.55,12.94
11.334,5.85,-10.16,3.18,12.15
11.344,5.04,-9.45,2.40,10.97
11.354,4.14,-8.71,1.33,9.74
11.364,3.28,-7.76,0.16,8.43
11.374,2.40,-6.72,-0.72,7.17
11.384,1.79,-5.48,-1.25,5.89
11.394,0.77,-4.05,-1.78,4.49
11.404,-0.79,-2.64,-2.08,3.45
11.414,-2.03,-1.08,-1.90,2.99
11.424,-3.23,0.57,-1.61,3.65
11.433,-4.67,2.05,-1.29,5.26
11.444,-5.70,3.43,-1.10,6.75
11.453,-6.20,4.47,-1.15,7.72
11.464,-6.42,5.09,-1.30,8.30
11.473,-6.01,5.48,-1.23,8.22
11.484,-4.98,5.57,-1.09,7.55
11.493,-3.89,5.50,-1.34,6.87
11.503,-3.22,5.31,-1.71,6.44
11.513,-2.95,5.16,-1.75,6.20
11.523,-3.23,5.04,-1.49,6.17
11.533,-3.44,4.96,-1.13,6.14
11.543,-3.86,4.81,-0.91,6.23
11.553,-4.53,4.75,-0.84,6.61
11.563,-4.44,4.77,-0.79,6.56
11.573,-3.83,4.58,-1.19,6.09
11.583,-3.01,4.31,-2.11,5.66
11.593,-2.23,4.14,-2.66,5.40
11.603,-1.88,4.13,-2.96,5.41
11.613,-2.04,4.19,-2.95,5.51
11.623,-2.64,4.10,-2.70,5.57
11.633,-3.18,3.74,-1.97,5.29
11.643,-3.34,3.44,-0.80,4.86
11.653,-3.49,3.12,0.40,4.70
11.663,-3.24,2.87,1.24,4.50
11.673,-2.65,2.48,1.26,3.85
11.683,-2.16,1.97,0.45,2.96
11.693,-1.88,1.52,-0.52,2.47
11.703,-1.93,1.08,-1.06,2.46
11.713,-2.00,0.59,-0.87,2.26
11.723,-1.63,0.15,-0.03,1.64
11.733,-1.26,-0.45,0.78,1.55
11.743,-0.94,-1.32,1.09,1.95
11.753,-0.61,-2.50,1.21,2.84
11.763,-0.05,-3.72,1.52,4.02
11.772,0.70,-4.59,1.77,4.97
11.782,1.40,-5.32,1.57,5.72
11.792,2.06,-6.17,1.40,6.65
11.802,2.74,-7.04,1.55,7.71
11.812,3.36,-7.64,1.94,8.57
11.822,4.07,-8.05,2.52,9.37
11.832,4.70,-8.35,2.99,10.03
11.842,5.26,-8.29,3.55,10.44
